149,%5B001%5D+Sin+City,485,481,1576913347,1138,0
150,Wessex,476,471,1576916925,947,0
151,GSQ%23001,482,494,1576919319,1271,0
152,Tabrathshofen,492,473,1576919320,1114,0
153,%7B001%7D+WIPE+is+back,471,481,1576919780,1222,0
154,KingFloisBacks+Dorf,468,488,1576880358,837,0
155,Barbarendorf,451,470,0,83,0
156,Maui95s+Dorf,479,488,1576897898,207,0
157,%5B001%5D+K%C3%B6nigsmund,466,484,1576921471,641,0
158,Bonusdorf,542,500,0,136,9
159,001+Namek,472,486,1576919912,920,0
160,Davlin,479,483,1576920786,555,0
161,%7C001%7C,464,471,1576920492,631,0
162,%23001+Gallien,460,485,1576920808,1583,0
163,Razass,468,465,1576921857,1281,0
164,Ebenhofen,492,477,1576925221,1194,0
165,Barbarendorf,497,429,0,105,0
166,Todesstern,477,463,1576932511,864,0
167,Dorf,485,498,9773937,813,0
168,xXM4GXxs+Dorf,504,472,1576822240,45,0
169,Apollon,502,476,1576720640,307,0
170,Powergirl+4evers+Dorf,494,486,1406771,783,0
171,144%7C001,496,480,2358503,493,0
172,Schiebockers+Dorf+01,486,479,3368834,523,0
173,Urshuraks+001,484,492,3379672,944,0
174,Sally93s+Dorf,496,497,7806590,306,0
175,jost777s+Dorf,489,485,8357280,997,0
176,001.144,484,503,1575885880,481,0
177,Unitechnikuss+Dorf,487,494,1541695,696,0
178,Hexe+Bobys+Dorf,475,495,8566069,358,0
179,Klausbach,487,477,1576727676,424,0
180,001+%7C+Intro,501,483,1576876655,8927,0
181,Z+U+G+S+P+I+T+Z+E,494,474,7873819,381,0
182,KingPimp224s+Dorf,508,477,9652841,415,0
183,Barbarendorf,501,532,0,85,0
184,Team+Blacky,532,497,9009953,1758,0
185,Dorf,529,505,9719138,773,0
186,Barbarendorf,541,504,0,34,0
187,LillNico+Dorf,522,525,9260991,1059,0
188,Stuttgart,525,517,1576930067,865,0
189,papineau711s+Dorf,529,507,10042927,636,0
190,SPORER16s+Dorf,534,525,8748876,26,0
191,Stinkers+Dorf,522,519,1576939481,472,0
192,TakeiTzEasy+Dorf,528,530,1576930080,891,0
193,Lothric,530,524,1576937664,655,0
194,triskeleos+Dorf,516,529,1576937687,990,0
195,Ereon+Dorf,525,540,1576939791,554,0
196,bass+nr1s+Dorf,497,534,1575990071,26,0
197,Die+Hobbits,496,532,2817313,653,0
198,Dorf+001,509,538,9190433,1097,0
199,EH+Roboters+Dorf,505,548,10285161,933,0
200,Spandau,504,534,1576308386,1086,0
201,Graf+von+Salzgitters+Dorf,506,540,9126777,777,0
202,feuerflo-mgns+Dorf,476,496,1576767086,609,0
203,000+xxx,475,498,1576140625,953,0
204,Neue+Welt,479,499,2824227,265,0
205,Bonusdorf,525,526,0,75,5
206,Lord+Chuzpes+Dorf,485,489,1576553772,1301,0
207,madmax2010s+Dorf,487,483,1576625663,651,0
208,Haupt+Dorf,494,497,1576808391,286,0
209,Haupt+Dorf,474,495,1576809859,228,0
210,...-KC-...,487,499,1576814542,495,0
211,RavensGate,488,490,1576934132,686,0
212,JeffJebemti,491,482,1576934106,604,0
213,luap19s+Dorf,493,475,1575905308,26,0
214,Anti,483,486,3378861,1382,0
215,Barbarendorf,474,493,0,41,0
216,Dorf+1,485,476,1576134922,886,0
217,Lustig115s+Dorf,505,497,10297234,26,0
218,Bonusdorf,487,536,0,100,5
219,Brausis+Dorf,521,490,682881,644,0
220,Hacienda,520,493,8695542,1902,0
221,%2A%2A+001+%2A%2A,512,483,9096959,1314,0
222,sosos+Dorf,514,478,1576917714,370,0
223,strathiii+I,508,480,1576931801,590,0
224,Barbarendorf,518,491,0,35,0
225,127.0.0.1,520,486,1576928650,360,0
226,99thSmile,514,489,1576933412,629,0
227,Barbarendorf,527,480,0,44,0
228,Tuzonators+Dorf,521,537,2665451,262,0
229,hertha-fan11s+Dorf,522,535,3159494,788,0
230,InTheHoodYoas+Dorf,515,532,1576904429,674,0
231,CuntTouchThis,486,510,8813710,1146,0
232,Hodenhausen,490,500,1576918729,679,0
233,Schwach,493,492,1576928314,450,0
234,Barbarendorf,455,446,0,98,0
235,rubberbears+Dorf,480,505,1576180225,1981,0
236,Solle1998s+Dorf,480,513,9775299,26,0
237,Bonusdorf,516,490,0,68,6
238,Dorf+1,511,510,46068,1978,0
239,001_Salzburg,514,501,676644,798,0
240,Schmid07s+Dorf,514,512,1467874,1045,0
241,55%3A01%3A77+%2F%2F+-+-DU-,517,507,1753763,645,0
242,IDrCoXs+Dorf,512,518,3355734,494,0
243,001-Kings+Landing,516,511,8455208,1083,0
244,Magdeburgerjungs,507,517,9055044,1251,0
245,Bonusdorf,469,508,0,85,2
246,%7B%24-0001-%24%7D,520,521,9354659,778,0
247,flake+001,503,513,9683680,445,0
248,Hamburg,511,491,10053377,496,0
249,001+Home,517,512,1576939488,899,0
250,ithurtswhenIPs+Dorf,513,522,1576921334,26,0
251,001_siedler,503,519,1576939495,972,0
252,Tiersch,516,519,1576939794,849,0
253,Horsts+Sensenviertel,526,508,1576939812,270,0
254,daPauls+Dorf,512,503,1576939824,604,0
255,Keendarys+Dorf,522,531,1492923,53,0
256,Bloody+Mary,519,538,8951711,661,0
257,HidanKakus+Dorf,515,548,1576797385,735,0
258,YamooZs+Dorf,514,534,8216089,512,0
259,neu,530,532,314736,641,0
260,-001-,517,528,1576472786,808,0
261,Bonusdorf,573,485,0,123,5
262,001%7CTolonto,523,539,9305600,601,0
263,steinacherins+Dorf,513,524,1576006392,489,0
264,SePaxRes+Dorf,515,535,1576400108,463,0
265,01_Ich_bin,521,528,1576635847,1422,0
266,Lelouch-vi-Britannias+Dorf,537,534,1576887712,499,0
267,Barbarendorf,533,544,0,32,0
268,Barbarendorf,525,507,0,65,0
269,Egino+der+Schreckliches+Dorf,527,523,1576896943,114,0
270,Zeus,519,527,1576899261,303,0
271,sancho.panchos+Dorf,526,530,1576906055,657,0
272,Barbarendorf,541,457,0,70,0
273,001.Neuheit,522,540,1576937340,568,0
274,Kindergarten%3F+Gibt+nix+zu+holen,505,489,1576143090,630,0
275,BlackHorse24s+Dorf,504,492,1576161306,682,0
276,giraffe1978s+Dorf,467,518,377643,1249,0
277,AG01-Halo,484,463,193223,1302,0
278,Mishous+Dorf,486,457,701324,26,0
279,Lady-Lords+Dorf,488,452,1576785045,453,0
280,144+zsa+zsa+samba,477,449,1576454601,693,0
281,001+Atlanta,495,452,1576685861,1054,0
282,%2APils+%2ABier%2A+1,485,453,1576782371,1467,0
283,O.1,487,448,2842734,538,0
284,pokomon+gos+Dorf...,477,446,1576808418,475,0
285,V3xXs+Dorf,489,467,1185927,379,0
286,...,486,462,1258189,292,0
287,xXxbigkillaxXxs+Dorf,483,457,2146419,448,0
288,Etirps+Dorf,498,466,2795959,555,0
289,B%C3%A4rlino,476,477,3299350,877,0
290,%7E001%7E,474,483,761103,329,0
291,gauner88,475,452,7880167,367,0
292,Bonusdorf,475,550,0,89,9
293,schwert+schilds+Dorf,466,469,8350610,26,0
294,Bonusdorf,471,552,0,55,4
295,samba+oleks+Dorf,484,444,8605089,589,0
296,Lukatassis+Dorf,478,461,8705070,456,0
297,JOO%23,479,468,9620703,829,0
298,Winterfell+001,480,456,9774270,516,0
299,Lord+Lancelot+IIs+Dorf,493,462,9851795,678,0
300,Dorf+001,487,447,10275134,724,0
301,Am+Polan+scared,489,466,10281972,864,0
302,C144%3A00001,474,471,1575839497,404,0
303,TaKeItEaSys+Dorf,487,473,1575844777,938,0
304,Halrdas+Dorf,471,463,1576341980,1165,0
305,kohlkopfs+Dorf,483,466,1576722068,420,0
306,Rusers+Dorf,473,453,1576783692,357,0
307,Hamburg,501,454,1576801065,619,0
308,001+Haha,485,467,1576823695,956,0
309,Dorf,467,459,1576834117,811,0
310,RawLifters+Dorf,479,471,1576857360,726,0
311,Bonusdorf,528,470,0,88,2
312,Melltons+Dorf,478,474,1576886391,505,0
313,HighTillIDie,474,450,1576891244,886,0
314,LetsHuzzlePPs,471,457,1576892857,709,0
315,paixxos+Dorf,469,468,1576897450,539,0
316,Tompson1934s+Dorf,484,453,1576906267,608,0
317,xArturanoss+Dorf,487,445,1576917107,359,0
318,Bonusdorf,508,464,0,112,7
319,TitusLiviuss+Dorf,477,447,10015531,591,0
320,%23001%23,476,460,1576911268,837,0
321,pp+farm,477,471,1576912007,886,0
322,K%C3%B6ln,493,480,1576914878,694,0
323,ScreakZs+Dorf,478,464,1576921919,687,0
324,Maurizions+Dorf,542,496,808015,620,0
325,SIR+JEVAs+Dorf,544,490,1407926,626,0
326,Agent100s+Dor,541,499,10000127,1507,0
327,Thana+I,542,488,1576698888,740,0
328,Malecken%3Fs+Dorf,536,494,1576830721,584,0
329,odinsherrs+Dorf,546,503,10047033,1102,0
330,v.ts+Dorf,552,492,975320,608,0
331,Barbarendorf,549,481,0,76,0
332,mea+nomen%3A+Roberto62%21,551,499,7857634,1172,0
333,Barbarendorf,459,538,0,57,0
334,gehts+no+weiter,553,487,1576860190,300,0
335,WufflFlutschis+Dorf,549,502,8221774,1859,0
336,scirocco09s+Dorf,534,500,8860225,3319,0
337,55%3A40%3A49,544,509,8869010,578,0
338,k%C3%B6r,542,515,1576846402,693,0
339,1234,535,502,3376846,654,0
340,Dextro7s+Dorf,542,510,1576583632,1117,0
341,Berlin,546,519,9352650,1179,0
342,xxx001xxx,530,506,8772279,1325,0
343,bonenlords+Dorf,529,509,1575894163,1158,0
344,Lulufallkes+Dorf,527,514,1576752665,576,0
345,mcstyle84s+Dorf2,538,519,2936783,574,0
346,DasWurstAutos+Dorf,552,519,9719422,436,0
347,LordOfBanditos+Dorf,523,516,1576898529,455,0
348,001,544,487,9706521,658,0
349,Monarchie+und+Alltag,556,513,1345886,1263,0
350,144-001,550,497,8870777,1364,0
351,FFW1s+Dorf,550,482,9190951,303,0
352,001%7C+Wild+Eyes,550,506,9720411,396,0
353,K45%7C536%7C498,536,498,9954933,448,0
355,PP-Farming,562,504,1576449100,856,0
356,12548s+Dorf,561,507,9729964,504,0
357,Dorf,550,486,1576517085,726,0
358,doktordichts+Dorf,545,501,1576722754,515,0
359,akapl4gns+Dorf,560,493,1576780338,229,0
360,001,544,485,1576910793,655,0
361,Punkt001,540,495,9750363,645,0
362,Fir3blad3s+Dorf,541,493,6626,1063,0
363,BigHunter10s+Dorf,542,489,9348993,1141,0
364,Razzargor,561,508,1576922466,658,0
365,Barbarendorf,443,453,0,65,0
366,Dragonstone,559,483,1576923113,778,0
367,Wer+das+lie%C3%9Ft+ist+doof%21,540,489,1576924550,244,0
368,Bujes95s+Dorf,538,493,9252753,1069,0
369,Bauernmarkt,535,496,1576932388,382,0
370,Darkminou97s+Dorf,540,500,1576936454,488,0
371,nowo3s+Dorf,471,506,8007706,701,0
372,Spandau+001,468,514,8503032,581,0
373,Nicies+MF,470,505,10168566,588,0
374,H%C3%A4uptlings+Nest,465,509,1576710742,535,0
375,Stefs+Kaninchienstall,469,494,1576729231,547,0
376,Barbarendorf,497,508,0,39,0
377,K%C3%B6nigsmund,474,500,183991,805,0
378,Festung+1,472,505,801124,1307,0
379,Nix+zu+holen+Buden,473,503,1492908,432,0
380,Camelot,475,508,1576546171,780,0
381,Mali,462,511,3032653,669,0
382,Barbarendorf,474,519,0,44,0
383,Orlando%2A%2A,464,503,9358864,222,0
384,Dark,471,498,1723882,500,0
385,handballer06s+Dorf,472,496,9990196,54,0
386,001,466,505,8740198,1454,0
387,Real+Lords+Dorf,467,502,9877978,26,0
388,Sparta,473,493,9219656,619,0
389,Jokey+001,468,499,9278096,753,0
390,Haggard,465,516,9310738,686,0
391,Rallingen,483,510,9391061,717,0
392,Pest,466,503,9452448,703,0
393,MR.+Hotzenplotzs+Dorf,474,490,9828921,100,0
394,54%3A09%3A85+%2F%2F+-+Bansi,495,508,1575999712,501,0
395,Barbarendorf,539,486,0,88,0
396,%5B001%5D,478,496,1576405522,1084,0
397,Barbarendorf,506,531,0,64,0
398,Avalon,479,509,1576536838,740,0
399,TRadeXX1,463,502,1576604495,606,0
400,Uhhmees+1st,472,508,1576650041,777,0
401,Berserk+001,482,505,1576664553,679,0
402,Rens+Dorf,471,503,1576679118,635,0
403,Bonusdorf,488,494,0,95,3
404,Gerrisburg,473,496,1576697412,594,0
405,Dragonstone,506,534,1576819641,829,0
407,Einsamkeit,509,536,1576933110,391,0
408,Raum+145,509,532,1576934703,563,0
409,CMSII,507,538,1576925928,426,0
410,Graf+Krologs+Dorf,477,510,1576886321,104,0
411,Barbarendorf,478,506,0,48,0
412,Bonusdorf,524,540,0,78,3
413,Stutengarten+a,485,517,3220309,404,0
414,Fri%C3%9F+wie+nix,472,493,2519487,926,0
415,Wachenburg,469,501,9401798,676,0
416,01+Moon,470,491,1576003415,714,0
417,weltrings+Dorf,477,490,1576102511,562,0
418,Troja,471,489,1576247345,391,0
419,Isengard,517,463,9948788,1967,0
420,LordOsomOs+Dorf,515,468,1576924748,504,0
421,Barbarendorf,519,464,0,28,0
422,Vastanaya,506,469,1576932913,866,0
423,Hugos+Dorf,516,457,1576932914,850,0
424,Winterfell,515,461,1576936460,734,0
425,Winterfell,521,464,1576933016,639,0
426,Gruene+Wiese,514,469,1576933487,1824,0
427,Barbarendorf,544,449,0,62,0
428,BallerBurg+%5B1%5D,527,475,1576933493,924,0
429,Burgviertels+Dorf,531,476,2063017,115,0
430,TriplexDs+Dorf,529,494,1576933488,887,0
431,002+%7C+Wolke+7,502,482,1576876655,1893,1
432,%5BFriesoythe%5D,498,533,10255435,316,0
433,grepkins+Dorf,501,526,1576603662,274,0
434,Jerusalem+001,504,538,1576865142,457,0
435,001,490,538,9499149,310,0
436,Drachenstein,500,542,1576434924,629,0
437,%2F%2F001%2F%2F,481,530,1576903915,749,0
438,couchkillers+Dorf,500,529,1576063064,220,0
439,Gohan+Kenos+Dorf,488,521,1576891788,304,0
440,Abzocke+1,469,495,10040953,865,0
441,Furienifications+Dorf,466,504,1576930208,1036,0
442,PaulvanOsterls+Dorf,465,491,1576930269,567,0
443,Dulligeckels+Dorf,459,501,1576933328,369,0
444,44%3A86%3A98+%7C+Hateno,468,489,1576929088,771,0
445,Barbarendorf,479,528,0,82,0
446,tcheep1s+Dorf,469,518,7795053,113,0
447,maxthebests+Dorf,472,509,8113926,126,0
448,DiegoMasuras+Dorf,472,521,1576927357,176,0
449,Bonusdorf,496,557,0,81,7
450,ambrosis+Dorf,474,515,1576927589,89,0
451,Bonusdorf,478,473,0,83,7
452,LIsssas+Dorf,471,529,1576927603,127,0
453,K%C3%B6nigsmund,530,520,1576719915,441,0
454,Ogrimmar,533,511,1576875589,500,0
455,Barbarendorf,492,480,0,29,0
456,Lite69+Reborns+Dorf,464,508,9264762,536,0
457,01.-Zitadelle+Berlin-Spandau,489,519,412698,721,0
458,Barbarendorf,519,483,0,86,0
459,001+Hellwithin,491,514,850648,703,0
460,wattwurm-01s+Dorf,481,512,1176486,562,0
461,atlantis,486,521,7880842,2232,0
462,Boba+Fett,484,525,1575984570,972,0
463,Lady+bernharts+Dorf,492,526,1576826998,765,0
464,Station+01,475,527,806527,759,0
465,ROM,490,527,7881602,958,0
466,Barbarendorf,468,549,0,86,0
467,0001,499,521,7882883,3494,0
468,moppydeluxes+Dorf,497,527,1387964,411,0
469,Mietze112s+Dorf,495,532,1576918417,423,0
470,Werwolf...s+Dorf,495,518,9324460,26,0
471,0001+H%C3%BCtte,497,505,10099438,3093,0
472,Lord+Renfields+Dorf,507,526,2148198,309,0
473,Bonusdorf,522,474,0,77,4
474,001+Duisburg,537,515,2135938,832,0
475,001,535,519,2569702,830,0
476,55+%7C+14+%7C+36+PAIN,536,514,3169560,1520,0
477,Trojan135s+Dorf,539,505,9971170,867,0
478,001,547,509,7621130,1682,0
479,Khazad+Dum,539,527,7749281,605,0
480,Bolle,554,518,8891223,1146,0
481,Bonusdorf,513,440,0,97,6
482,Puni+001,547,499,9310183,1965,0
483,Betzenberg,546,526,9360952,952,0
484,KillWattis+Dorf,532,517,9570059,888,0
485,Fidel,537,538,1576280205,950,0
486,Rutenka,533,514,1576907111,825,0
487,Orgrimmar,550,500,1576920059,191,0
488,Barbarendorf,493,507,0,358,0
489,Heteros+Dorf,497,497,10021923,31,0
490,Barbarendorf,502,515,0,29,0
491,norse+crib,520,491,2646781,981,0
492,JonesnDestrict,517,500,8337313,1624,0
493,Nogaras+Dorf,528,498,1576890011,856,0
494,Dr.med.den+Rasen,512,495,1576936226,1377,0
495,.dee+Kolonie,518,481,1576923318,183,0
496,Hokutoshichiseis+Dorf,494,481,2336269,514,0
497,Brueders+Dorf,496,474,7991105,246,0
498,Hau+01v,500,486,8349024,325,0
499,Psycho%3F+001,504,475,9186675,287,0
500,Lol,496,493,9397499,435,0
501,Thun,489,459,8248861,484,0
502,Checky,487,464,10042452,621,0
503,SirHergys+Dor+f0001,489,458,9710041,503,0
504,F001,481,459,1576828512,1602,0
505,Barbarendorf,517,567,0,111,0
506,moppelchen999s+Dorf,491,462,1885469,663,0
507,PP-+Dorf,489,477,1576598298,161,0
508,merci-cheries+Dorf,461,520,494126,319,0
509,schnapsnasenhais+Dorf,465,510,1113238,584,0
510,Fat+Phils+Dorf,489,500,628709,249,0
511,tina0111s+Dorf,491,496,2604820,889,0
512,Scheissh%C3%A4uslle+0.001,480,492,3314222,691,0
513,Saucool123s+Dorf,493,498,8297567,560,0
514,Base,490,507,8819698,620,0
515,Barbarendorf,482,571,0,64,0
516,Fl0.0s+Dorf,481,499,8891828,203,0
517,Abc,495,491,9635204,274,0
518,Lonau,503,517,9712134,627,0
519,Barbarendorf,495,498,0,87,0
520,D%C3%B6rfli,489,503,9785872,905,0
521,001+Festung,481,497,9801203,789,0
522,Barbarendorf,474,517,0,1160,0
523,Chessington+Hardcore,491,504,1576108504,638,0
524,%5B0001%5D+Suff,476,502,1576144898,601,0
525,Noonstops+Dorf,485,520,1576215660,746,0
526,Barbarendorf,514,446,0,88,0
527,%5B001%5D+-+NoName%2A,503,509,1576261264,489,0
528,Winterfell,501,515,1576055242,291,0
529,wirbelwind%40s+Dorf,512,517,1818628,901,0
530,Barbarendorf,542,499,0,73,0
531,Bonusdorf,503,500,0,125,5
532,McM%C3%BCs+Dorf,495,514,1576905236,309,0
533,H%C3%B6tz,505,488,1576339547,741,0
534,Anstaltsleitung,485,488,1576380025,896,0
535,xXx,467,499,1576492571,1224,0
536,%23Agressive+Expansion%23,485,511,1576539163,1163,0
537,Hasilein,482,519,2709160,861,0
538,dodo1901s+Dorf,499,509,1576765420,287,0
539,Maurizio92s+Dorf,503,492,1576774422,630,0
540,VVV,488,492,1576794332,1215,0
541,swaggs+dorfs+Dorf,471,496,1576795694,482,0
542,001+Hafenstra%C3%9Fe+%5BbyNitsche%5D,483,509,1576828681,213,0
543,Alexander431s+Dorf,491,502,1576829609,703,0
544,Barbarendorf,560,463,0,66,0
545,Bierusmaximuss+Dorf,505,495,1576874561,184,0
546,McMolks+Hood+%7C+001,489,510,1576905249,744,0
547,valentintobis+Dorf,468,491,1576910212,258,0
548,Brachland,502,486,1576916172,807,0
549,Sanzaaas+Dorf,504,480,1576924625,26,0
550,Liebes+Dorf,499,519,1576917200,695,0
551,xXx,472,502,1576922204,929,0
552,Dragonhole,493,484,1576937703,519,0
553,Lady+Madonna,497,506,1576939446,741,0
554,StillesWasser23s+Dorf,491,467,2942094,410,0
555,Thuldirs+Dorf,492,464,1576037247,525,0
556,Alcatratz,484,461,1576042165,703,0
557,_-001-_+Time+to+begin,479,474,1576047962,654,0
558,Totes+Dorf,478,475,1576873865,618,0
559,MaxiKongs+Dorf,471,467,8700442,708,0
560,Maurawans+Dorf,472,478,2974996,881,0
561,16.12.95s+Dorf,478,470,9541653,546,0
562,Bonusdorf,467,457,0,97,4
563,Epsons+Dorf,486,475,9846914,494,0
564,Miliz+sucht+Gegner,492,470,1576548690,654,0
565,Barbarendorf,495,461,0,27,0
567,Tiger1896s+Dorf,501,465,8198259,430,0
568,Lenziiis+Dorf,482,465,1576789865,361,0
569,Malharas+Dorf,480,471,1576628374,371,0
570,Schnullerkopfs+Dorf,500,452,1576841379,718,0
571,KSK+001,481,520,1668821,623,0
572,Anne121s+Dorf,510,477,1499943,948,0
573,dragonprincesss+Dorf,507,484,2285730,892,0
574,MYM,501,470,8461637,1008,0
575,Sutons+Dorf,514,474,9112263,422,0
576,Der+Schl%C3%A4chter,509,469,9245422,723,0
577,%2FRagequit%2F,522,479,9900116,1085,0
578,theholzkopfs+Dorf,526,469,1576102418,380,0
579,001-Minas+Tirith,518,475,1576917779,790,0
580,1+Mauritius,528,476,1576874343,937,0
581,zlatan+reds+Dorf,524,491,1576415561,575,0
582,Barbarendorf,508,476,0,39,0
583,Dorf,517,488,1576853642,1044,0
584,Chaos+01,529,487,1576541410,810,0
585,Barbarendorf,486,488,0,63,0
586,001+Old+Trafford,520,460,10159021,937,0
587,001_mine,502,468,1576029425,913,0
588,Basin+City,525,472,1576729394,1559,0
589,KK+I,510,499,1576882416,1682,0
590,%5B001%5D,531,485,1576906206,629,0
591,GoAway,535,475,1576906256,808,0
592,Zwiebel,517,469,1576912660,982,0
593,Scotchi,512,481,1576914158,1342,0
594,Whole+Cake+Island,516,471,1576914509,1361,0
595,DJblackSnows+Dorf+01,509,479,1575929436,353,0
596,Alpha,505,485,1576917072,1100,0
597,Sitzpinklers+Dorf,513,489,1576674576,1203,0
598,Barbarendorf,448,463,0,57,0
599,SwamiDs+Dorf,490,480,1576914660,1007,0
600,%5B001%5DKaer+Morhen,512,466,1576917044,989,0
601,Gondor,503,473,1576922457,746,0
602,Lord+Bastikings+Dorf+1,513,475,1576923224,256,0
604,lustignr6s+Dorf,508,489,1576938304,83,0
606,Barbarendorf,517,497,0,40,0
607,tohbis+Dorf,463,486,8013346,776,0
608,%5B001%5D+Colonia,465,481,1576915337,1533,0
609,Berlin,468,473,10085494,1080,0
610,Gotha+%23001+l+%7E%5BLG%5D%7E,460,483,1576926038,1304,0
611,Barbarendorf,456,493,0,239,0
612,Barbarendorf,456,480,0,38,0
613,Die+Hard+001,467,479,9544170,787,0
614,Barbarendorf,457,468,0,45,0
615,Barbarendorf,444,480,0,232,0
616,Barbarendorf,456,489,0,39,0
617,Barbarendorf,456,478,0,40,0
618,GodReck,470,482,1576926942,899,0
619,Marienburg,461,472,1576927933,831,0
620,wrody24s+Dorf,466,473,10029959,1323,0
621,44%3A66%3A98+%7C+Gradoran,468,469,1576935047,746,0
622,Poznan,470,463,1576935279,638,0
623,Ice+Town,470,470,9753852,259,0
624,daron2001s+Dorf,518,514,9825814,842,0
625,Bonusdorf,516,499,0,84,3
626,Beste,521,506,1576099703,706,0
627,Das+Reich,514,511,1576425907,2293,0
628,Altschauerberg+8,516,505,1576349229,1480,0
629,002+Killmaster+144,513,499,7977574,1425,0
630,pierre+mortens+Dorf,517,489,1871224,675,0
631,Stonehenge,516,492,8270152,399,0
632,Kampfmoni,508,495,8503386,400,0
633,ragnar+der+erstes+Dorf,510,490,1576868948,336,0
634,001+Walhalla,504,491,1576448884,647,0
635,ug+205-1s+Dorf,516,498,1576074184,694,0
636,Mondhalde,514,504,1576074272,285,0
637,frosch04s+Dorf,477,505,2463329,1054,0
638,0001.+Scheer,480,497,7901216,1104,0
639,K54.+0001.+Ranshofen,479,507,10058403,1139,0
640,Aspach,488,499,1576821143,1052,0
641,53%3A12%3A15,472,471,1073704,904,0
642,001+Schlo%C3%9F+Dracul,473,468,1420341,921,0
643,Frau,471,470,10108960,400,0
644,Deff,480,467,1576925987,580,0
645,Barbarendorf,479,469,0,27,0
646,Kasanuk112s+Dorf,482,460,1576928542,623,0
