109008,bskdennis,0,1,76,13341
111003,the+dark+kasa,212,1,2683,149
112063,dragonking11,0,1,454,6561
113798,Aissen,0,1,695,3829
116484,Sacred2004,0,1,26,14435
116647,CrYlOrD,0,1,172,11784
119382,rambow,306,1,1242,860
122930,fishie,603,1,201,11200
125294,buuh,0,1,388,7601
125807,kampffalke,0,1,667,4090
128134,latinoplayer,0,1,600,4761
128661,Shark1987,61,1,621,4522
129229,Landshut,557,1,274,9666
134670,Lord+Christian+Dalriada,0,1,586,4914
135860,B.O.A,421,1,3418,100
136338,leon.s.kennedy,0,1,97,12988
136420,pa2050,0,1,26,14436
138826,Olaf+der+B%C3%A4rtige,1073,1,372,7913
139600,Stahlherz,0,1,383,7690
140180,Cooljesus,1607,1,544,5396
140786,Mandy66,0,1,269,9781
143992,diegomaster,0,1,294,9250
144750,Celina-Marie,0,1,851,2541
146223,Klorixx,0,1,315,8859
147523,748195263,0,1,858,2499
148591,svenni10,0,1,384,7680
148831,qseqse,0,1,59,13823
148881,_Orangina_,54,1,546,5379
149253,Steffi+7,0,1,496,6030
149702,Seeland,1597,1,233,10418
149706,.shark.,438,1,1423,508
150268,LordExecuter,0,1,695,3806
150652,wetnor,0,1,26,14437
152825,cooghost,634,1,436,6802
153316,ColtSeavers,0,1,652,4228
155048,whitemenni,719,1,904,2229
156267,cymotion,0,1,237,10318
157252,Nobody00,454,1,522,5682
168894,Hadur,203,1,302,9105
171312,Richie+Stringini,304,1,587,4898
173149,HENGMAN,989,1,973,1824
174117,Annony,94,1,834,2642
175311,talog,0,1,126,12530
180154,Quecky,660,1,790,2988
181581,Maikimaus,788,1,1268,780
182054,Pike1,1164,1,562,5198
182110,EzyNoF,0,1,977,1806
183991,koks%5DSmOvE,37,1,840,2604
186056,El+Cid+3001,238,1,1888,260
189674,Gothic3,175,1,888,2319
190628,MasterIllidan,0,1,135,12408
192967,Heibi,0,1,194,11321
193223,Seeth,1105,1,1388,543
193352,Berserker89,0,1,229,10514
196124,Duggi,0,1,96,13007
196499,Holzhackerjunki,0,1,692,3830
196521,Spartenpobacke,0,1,274,9667
196813,Frank+der+Gro%C3%9Fe,102,1,556,5261
198426,andy19neu,0,1,222,10736
199477,BlutSucht,1620,1,365,8040
199796,herr+der+st%C3%A4mme3,0,1,366,8021
202362,Comic,0,1,74,13440
203387,Herzog+Fairfang,0,1,229,10515
204206,kako,0,1,106,12853
208337,erik0815,0,1,407,7266
208919,pfefficon,0,1,167,11891
214551,dhom,0,1,310,8944
215998,Feuerhand,0,1,569,5119
216867,MaxPayn,0,1,152,12155
219301,LORDZWIEBUS,1298,1,1001,1687
219521,atzeman,8,1,772,3104
220051,udo0,0,1,288,9365
222134,zecke1903,1167,1,838,2622
226121,arktus,0,1,408,7247
226521,-forsmith-,0,1,26,14438
226712,Tr0ll0,238,1,1453,484
227679,BigBlackBull,40,1,75,13413
238933,melvo,0,1,408,7248
239399,Goldnase,0,1,26,14439
239493,colonist,97,1,1045,1497
239659,Adanor,0,1,218,10850
242367,MH25,219,1,329,8640
244304,leini91,0,1,26,14440
250104,Bunny797,0,1,280,9565
251515,keksnuss,1313,1,1260,809
251745,Dany_DeChristo,1099,1,1239,871
252218,MIYOMI,29,1,1020,1595
253110,Schleicher+Nr.1,0,1,26,14441
253790,OBIS,1434,1,504,5915
258773,Saifra,212,1,2310,183
259101,CrisColorado,0,1,453,6712
259525,der+zocker,0,1,345,8381
260790,Jack+the+J.,0,1,297,9257
261412,Goldark,0,1,363,8084
265835,Gxl2142,75,1,1306,681
266048,justinboy,0,1,284,9485
266380,Jawl96,144,1,638,4353
267676,Clubberer%21,281,1,576,5029
268365,Buddy01,0,1,340,8467
269878,gazebean,269,1,509,5845
272442,Hubi+1st,1783,1,347,8357
274063,Pullman+Boy+9,0,1,475,6372
281650,VampireSlave,0,1,185,11500
282573,Klops,0,1,26,14442
286178,Forces+of+the+End,1626,1,1138,1241
287384,Dr.+noob,0,1,199,11239
288864,Egino,225,1,888,2320
292154,Lordmc5,1797,1,364,8070
292490,Toldy,80,1,759,3215
295281,bay3rnt.ter04,1491,1,2168,208
295398,5511,719,1,1045,1498
296570,ampatha,1083,1,479,6246
297268,-X-x-shadow-x-X-,0,1,1068,1386
297410,Gentlycrasher,0,1,173,11769
297532,phoenixzero,0,1,639,4343
297834,don-Pizza,788,1,898,2258
300370,Tom+1,427,1,1101,1285
301417,Malachie,0,1,45,14108
302279,brbprophet,1259,1,815,2791
305687,Sylale,232,1,313,8893
310166,Sami1,0,1,26,14443
310480,nextchapter,730,1,558,5242
310661,Bikerfuchs,180,1,496,6031
310663,humululu,0,1,116,12663
311577,Mosima,0,1,26,14444
311848,poti,102,1,1059,1425
313064,ebro01,1059,1,892,2368
313284,erdmundo,0,1,26,14445
313653,klenesrapgirly,0,1,252,10039
314736,Darthe+Raider,1533,1,682,4091
316139,guennivomsachsenland,0,1,277,9607
316840,FireBurn,1146,1,356,8210
316886,Niemand13,55,1,1051,1468
319745,freenation,0,1,1050,1475
319991,Wordlife,0,1,313,8894
320592,Munich_Skater,212,1,1292,725
322261,supermuckel2,0,1,45,14109
323779,Krahitna,0,1,517,5749
324718,Braco,655,1,627,4463
326209,H1_K,487,1,745,3339
329536,apfelgriepsch,0,1,103,12903
329725,rico81,0,1,216,10894
330523,Guido71,96,1,538,5478
333547,HEmann,0,1,755,3249
333569,Funman83,0,1,283,9499
334094,ysanna,0,1,228,10643
337138,democ,219,2,3778,76
337276,Jodah,720,1,389,7575
340131,Drees,0,1,458,6500
341011,Iwain,120,1,1051,1469
342608,der+slawe,0,1,385,7657
343092,RTW-93,192,1,282,9521
345448,Camshaft,0,1,26,16268
349408,bjoern11,0,1,992,1727
351077,Sir+Jinx,1239,1,278,9592
353030,Mc_phisto,1057,1,774,3216
353538,pumuckel1805,203,0,0,16239
356344,Bipoat,232,1,1341,620
356436,Hannibal+I,459,1,609,4663
357613,wuchtig,780,1,581,4969
358137,Henny11,144,1,854,2520
360108,Steevie,1970,1,248,10103
362367,CrushedIce,0,1,515,5777
363218,Aalglatze,1245,1,637,4363
364995,Battlemonc,1353,1,150,12215
365113,chaos_elfe,0,1,710,3665
366473,McMarek85,0,1,375,7854
369236,de-van-mer,0,1,765,3152
369544,king+pani,0,1,246,10143
369646,Daddeldu,0,1,756,3236
373609,Looserkillerin,1259,1,947,1976
374659,Redcooper85,0,1,215,10904
377643,giraffe1978,58,1,1270,776
378401,DerChucky,0,1,639,4344
380023,Hadldi,0,2,5628,26
380596,Kaiser+Chrisi,0,1,73,13591
382494,Hassan+der+D%C3%B6ner,372,1,1329,636
383027,schnuddel,1353,1,133,12440
383933,t1m3y,0,1,426,6952
386730,PROCHEKKER,1107,1,274,9668
390257,Brutal2006,0,1,248,10104
391342,mozilla2,328,4,7884,12
391902,tbnexus,0,1,412,7172
391962,Sweepy,120,1,824,2724
392166,NoBoDyYdObOn,633,1,756,3237
393593,Pipifax-alt,0,1,330,8625
394053,pretender1,0,1,408,7249
395369,Nino+the+Lord,0,1,352,8284
400157,wobroy,96,1,554,5289
400257,prosper,493,1,491,6090
400948,-TDK-,0,1,210,11036
401805,the-cleaner,212,1,1089,1298
402274,gabymaria,1310,1,358,8172
402492,t%C3%B6m,83,1,840,2605
402771,Naturbursch,0,1,134,12431
404429,m%40%29%28,1434,1,894,2281
407060,DareDrizzt,0,1,57,13842
408803,favi007,0,1,354,8382
409237,Der+Ph%C3%B6nix+ist+da,0,1,748,3313
409741,oO+ToNy+RoXx+Oo,0,1,133,12441
412698,Berlichingen,58,1,742,3453
417550,chrisswf,1239,1,481,6226
420826,eddy1919,0,1,985,1766
422119,HAMMERvonThor,706,1,250,10070
423978,Lupii,660,1,1123,1191
428497,Keksfahrer,286,1,926,2097
429348,Bird%2C+the+god+of+evil,0,1,26,14446
430673,Zakalwe,0,1,821,2743
430677,vidde,102,1,814,2799
432440,XCopKillerX,811,1,1648,365
438481,pharmazeuticus,1340,1,733,3436
439841,7bacca7,753,1,322,8744
441439,mani96,0,1,213,10949
441939,sputim93,0,1,52,13898
444873,raiserle,368,1,883,2353
445145,Colonel+Striker,1618,1,390,7560
445224,Angi-von-Norden,717,1,691,3842
446010,%2A%2A%2ABorder%2A%2A%2A,0,1,192,11355
448554,Cj-Dj,1607,1,381,7734
451940,minimi123,314,1,922,2127
452454,IstIrgendWas,0,1,157,12079
453743,Coujack,0,1,1020,1596
453890,Pander2,0,1,340,8468
454627,tzZe,0,1,26,14447
456670,lmmaa2,0,1,168,11865
458842,kingBigel,0,1,324,8709
465454,Devilkill,1172,1,997,1700
469226,hansa040,0,1,202,11179
469433,Tairna,171,1,698,3768
469847,Der+gelbe+R%C3%A4cher,0,1,410,7215
472740,Morthy,0,1,26,14448
475603,Ruffy+mit+dem+Strohhut,0,1,26,14449
476707,Das+kleene+Entchen,0,1,293,9258
477421,skareb,90,2,3679,82
481754,Eisenherz09,0,1,408,7250
482202,Fergface,0,1,38,14238
483305,jaja25,1602,1,883,2354
483845,isaboe,660,1,901,2246
485965,MichaCologne1,0,1,402,7360
490878,ringejedusen,0,1,385,7658
491002,AnimalMother,0,1,820,2963
492279,joker40489,0,1,506,5886
493124,bassprophet,1639,1,1456,483
493428,xxkai72xx,1520,1,556,5308
493576,%2AHerkules%2A,1297,1,269,9747
494126,merci-cherie,68,1,319,8779
495113,Body91,989,1,2070,221
498014,der+letzte+krieger1,196,1,908,2203
502727,maxi+h.,0,1,1525,426
502986,Rahkan,175,1,717,3579
503104,mefatoso,0,1,83,13191
504718,Aivlis,0,1,26,14450
505437,trixi70,0,1,26,14451
506243,Turbowedge,55,1,759,3217
507665,Cattmann,0,1,294,9251
512052,xxSoldierxx,0,1,215,10905
512413,Camel82,238,1,474,6306
514347,Sir+S%C3%A4schm%C3%A4n,112,1,919,2139
514642,King+Reiner1,688,1,718,3567
518008,asmus,107,1,718,3568
518019,Geros,1064,1,76,13342
518908,KnuffiBernd,174,1,728,3477
520283,prinzwilli,99,1,1300,697
521016,katerle70,1582,1,504,6091
523497,Feujuti,0,1,522,5683
523986,Taiya,0,1,547,5369
524726,jonlennon,0,1,518,5743
526715,Landry,779,1,557,5253
528438,HennesVIII,0,1,223,10703
531449,ittely,517,1,1259,812
533610,Arya+9393,0,1,408,7251
536596,WETHEPEOPLE92,0,1,31,14387
537971,ericflk3,0,1,359,8151
539856,alexscr,0,1,344,8400
540087,Alexej23,0,1,276,9630
542993,Kallymann,0,1,479,6247
545784,hwst,0,1,280,9566
548866,Thespiti,126,1,446,6674
549371,Edgen,1491,1,3120,117
549882,GEORG%2A1,1431,1,833,2657
552074,Dragon+Herry,269,1,568,5129
552934,maulwurfbaer,544,1,479,6248
553726,-Frisco-,1639,1,1620,376
553757,Aschilos61,0,1,749,3306
553793,Martin+der+Dunkle,0,1,632,4413
555829,Ironhorse,287,1,398,7421
569142,markusvillaponti,555,1,552,5309
569213,-%3Dplaya-king%3D-,0,1,26,14452
569560,Jagschen,0,1,405,7296
572094,Hohni,0,1,323,8724
572847,quar+t,1505,1,179,11629
575547,oimske,1167,1,879,2372
575811,saibo44,0,1,345,8432
576233,B%C3%BCnsel,0,1,64,13770
576375,Ixidor+5,1164,1,682,3932
577603,BastiPr,175,1,629,4442
577655,flofighter88,0,1,2344,182
578489,stahldrache66,0,1,139,12348
582339,tatankasapa,1620,1,705,3694
584126,Jorges,454,1,804,2887
589318,rumapa,0,1,285,9455
589932,Medusa73,0,1,97,12989
591238,Grishu,0,1,227,10577
593637,Don+Hag,1219,1,324,8710
595051,kalamir98,0,1,489,6114
599463,Killer+Town,0,1,483,6191
602693,Kasom,720,1,1367,572
603111,Magno,1641,1,235,10372
603471,abgeloust,633,1,1162,1123
604775,LAX99,0,1,261,9879
605553,Elronde+Mc+Bong,0,1,26,14453
606152,Timmitambo,0,1,375,7855
606419,Maaarvin,171,1,989,1741
607872,tommyhu,219,1,709,3635
608803,DSC2000,0,1,489,6115
609584,fabian.h,0,1,433,6852
610919,Maroni,0,1,60,13811
612742,tron64,548,1,248,10105
612800,Heinz+Wink,0,1,345,8383
613748,Schmiedl,120,1,2428,168
614072,HSVfan92,0,1,26,14454
614250,Hansen1951,0,1,303,9071
616136,Helmut2000,372,1,984,1891
618270,Greesewood,0,1,382,7717
618448,Bad+Boys+77,0,1,520,5717
624214,Atariandi,0,1,468,6390
624320,Dode+008,0,1,696,3843
624639,%21%21%3F%3F,0,1,57,13843
624724,%3F%3F%3F-007,5,1,1850,278
625537,CrowBlackHorse,411,1,1050,1476
625667,Gro%C3%9FerK%C3%A4mpfer,0,1,698,3769
626071,LeipnizKeks,0,1,444,6695
626553,Heinz+F,0,1,376,7834
628709,Fat+Phil,69,1,249,10081
629516,Skaterffm,406,1,1233,979
629534,heey,0,1,70,13651
632090,Srd7hy,55,1,386,7634
632563,%24Dima%24,0,1,827,2711
633502,Slakk,61,1,1275,761
634096,Loeckchen63,1459,1,376,7835
634477,Aragons,1190,1,561,5208
637573,tokatli60,116,1,1310,674
640004,Fanbite,0,1,97,12990
640758,lexmag,0,1,26,14455
649933,PierreZ.,0,1,314,8877
649955,Kev751992,0,1,26,14456
652117,mrGentleman,0,1,26,14457
656703,pergola,0,1,309,8956
658163,olfaat,720,1,544,5397
659313,Zocker-Hase,0,1,237,10319
659539,bex+der+1.,0,1,412,7173
660179,eLiTeScHlUmPf,0,1,296,9209
663711,Thoschi84,97,1,1059,1426
671918,Henry+Morgen,0,1,429,6914
676644,hinten+rein+vorne+raus,27,1,832,2666
681019,KingGerman88,1172,1,407,7267
681786,Moralbasher,0,1,455,6547
682089,Zeckenschlumpf,459,1,775,3088
682329,doessei,1360,1,987,1757
682881,Brausi,22,1,687,3880
685765,Blangater,0,1,26,14458
686260,%28to%29be,0,1,79,13257
687568,morast,0,1,1824,290
688224,artus2007,0,1,452,6591
688886,Horschtt,0,1,168,11866
694520,laGonzo,0,1,249,10082
695581,EvilMax,0,1,26,14459
701324,Mishou,32,1,26,14460
704389,clautschiii,719,1,973,1825
704620,Carath,1965,1,200,11213
705073,Alomann,760,1,318,8808
707835,ja+nein,1259,1,910,2192
707944,Ulfus+Maximus,524,1,1860,277
710130,Devil57,1424,1,482,6206
711780,lolo+xxl,0,1,39,14206
715000,Nikilas93,438,1,581,4970
720618,Tuyet,0,1,103,12904
723695,AtelOne,0,1,66,13725
724076,Holzfinne,0,1,229,10516
724844,Hans+Wagenrad,0,1,258,9933
725966,DarkRuffy321,40,1,165,11932
725976,Schr%C3%B6d,0,1,713,3611
729665,Der+friedliche+W%C3%BCterich,1687,1,1108,1236
730752,El+Flaco,326,1,1790,308
730883,marv-f,1505,1,391,7538
732150,sch%C3%B6ffi+michl,0,1,26,14461
733875,Inferior,411,1,1205,966
734738,HarunoGaara,0,1,834,2643
743349,Wadim1990,0,1,26,14462
746066,bindaaa,779,1,370,7949
747039,shagav,511,1,1261,808
748104,Willy+der+starke,277,1,731,3454
754109,eZPk,765,1,356,8211
760874,Moritz+Rabe,0,1,817,2774
761103,de13,1105,1,329,8641
762852,notin,0,1,433,6853
764699,Lord+LAMA,0,1,1310,675
764839,braindoc,0,1,362,8112
766909,jojomi,370,1,681,3944
767435,Lightprincess,29,1,262,9862
769929,machrhexe,748,1,224,10644
771680,Harry1810,1064,1,494,6052
776504,Hoffius+Siegert+II,198,1,1206,963
776565,Vestigium+Leonis,0,1,614,4605
787770,derARNOeffekt,1190,1,804,2888
789525,buraker,0,1,26,14463
790089,Moby1100,0,1,190,11402
792488,mertcan75,1535,1,507,5871
799699,Lort+Ganja,1748,1,239,10286
800713,jonny+number+1,1057,1,703,3708
801124,weltenesche,37,1,1341,621
801727,KTownPower2,143,1,498,6007
801825,fuk-666,0,1,405,7430
802427,karlludwig,0,1,369,7957
806527,Bierleiche78,58,1,787,3011
807210,TroySonic,0,1,660,4150
807936,-la-la-la-,648,1,1005,1659
808015,Maurizion,1259,1,642,4317
809739,Taltos,206,1,392,7520
814670,kramp,427,1,637,4364
817915,Pimpf1995,493,1,1167,1059
821074,Delchlord,372,1,617,4570
821197,lipski,0,1,178,11644
824029,MoreDreadofother,78,1,734,3427
824909,Big+Tornado,0,1,1229,899
825573,ponedo,0,1,317,8828
826472,Lord+Trottel,0,1,429,6915
827242,steffi.steffco,368,1,537,5491
831144,Lord+Red24,1190,1,341,8439
832527,McMorris,0,1,343,8414
834384,Partizan+Thomas,0,1,629,4443
834995,sDs.SkiLLeD,304,1,312,8910
836299,super+big+boss,0,1,420,7044
837757,viper94,0,1,161,12010
838264,Phinnix,0,1,26,14464
840389,Hunt0815,0,1,332,8589
840971,Loronoa+Zorro,0,1,177,11747
842584,Die+GE-Boys,0,1,328,8656
849690,katte1968,90,1,738,3395
850648,MYTHIASIN,58,1,724,3507
851820,170s,0,1,26,14465
854118,CsSs,0,1,26,14466
856698,darth+vader+2.0,0,1,191,11382
859251,archiebald,0,1,304,9060
860922,vcdsbg,0,1,572,5079
865586,mirakel,0,1,310,8945
866518,tatanka-yotanka,0,1,421,7016
866832,%2AAngel1703%2A,1353,1,369,7958
868637,Herb+the+Dark,0,1,937,2035
870216,Lady+Jessica,1459,1,445,6691
870268,gem1,212,1,1073,1365
875525,langer45,103,1,769,3124
877728,deserteagle500,0,1,26,14467
877941,pumucklhigh,516,1,1433,498
878179,Black26,1834,1,273,9682
879345,DerFriedvolle,306,1,928,2084
881130,zuhomer,175,1,594,4816
881657,Der+Hanseat,171,1,483,6192
884339,McSid,103,1,981,1784
884610,Friesenwiese,0,1,912,2182
886938,fabianlang,0,1,308,8988
899044,Bruxx,0,1,393,7491
900293,xTOROx,374,1,555,5278
901835,King+Corki,619,1,368,7988
902313,Valderon,0,1,335,8529
902487,onur92x,0,1,1103,1249
903724,Sid43,0,1,970,1845
905279,bayern009,0,1,96,13008
906185,KriegerLady,0,1,276,9631
908101,slaven-town,80,1,1041,1509
908846,fr33sty13r,0,1,126,12531
909820,Borrat,633,1,1133,1157
910346,The+blue+Hero,1172,1,410,7216
913328,jamo12,1659,1,52,13899
917836,%21El+Diabolo%21,1641,1,202,11180
918317,B%C3%B6siM%C3%B6si,0,1,26,14468
918495,H%C3%A4uptling+gro%C3%9Fe+Feder,555,1,1617,377
919111,Ines03,730,1,465,6420
922851,%24king+OF+Kings%24,0,1,26,14469
923205,Happy+Kaiba,0,1,448,6642
923754,berdone+leipzig,0,1,910,2193
926269,Bastardes,328,1,1720,333
933130,Kally1000,1340,1,289,9327
933618,Bayern-Chris,0,1,128,12503
934868,vale2,1206,1,1432,499
935587,achherje,175,1,1502,446
939947,yfrey,0,1,293,9259
939998,phillip1405,0,1,26,14470
940772,Jawion+von+Narjana,107,1,598,4780
941519,bibi100,287,1,320,8769
944053,bloodhound182,0,1,819,2758
944309,Dilldapp,0,1,77,13326
944751,Bezelbub,719,1,1061,1416
946307,Mushuu,653,1,1029,1566
946904,toto83,788,1,538,5479
947201,Oli73,0,1,298,9175
948721,Demonkiller777,486,1,751,3288
950144,delanorte,0,1,526,5626
950620,nici55,0,1,31,14388
954697,Lord+Freifurzer,237,1,797,2935
955900,X-750,306,1,634,4457
956446,Deltaforce80,1607,1,394,7477
964842,streamline,54,1,769,3125
964879,greifenhorst,0,1,245,10154
965864,Crillon,0,1,454,6562
966447,r-prim,1131,1,859,2490
967089,TT-MS69,0,1,585,4931
971163,Chaosplayer007,286,1,1304,698
971800,Moritz148,438,1,581,4971
972001,Feldwebel5,125,1,1253,827
973186,die+Sauerl%C3%A4nderin,1190,1,745,3340
973448,montragon,232,1,756,3238
975320,king+lui+v.t,534,1,599,4775
975746,Nagelkopf,0,1,782,3040
979746,KF1991,0,1,630,4431
982237,Lieschen33,0,1,167,11940
982936,Hypatia,1292,1,626,4474
983401,Radianz187,0,1,233,10419
984474,Robin+der+Basher,0,1,731,3455
986329,NoArch,717,1,577,5016
988499,ElisabE,102,1,836,2632
988704,William+Hamleigh,1159,1,576,5030
991098,moni194,0,1,559,5238
991933,jo07,0,1,26,14471
994886,Blitzkrieg+Honk,27,1,1454,493
996347,Feuert%C3%A4nzer9999,402,1,236,10360
996973,wuhuu,1107,1,351,8293
998056,shiva+10,102,1,675,4006
998548,raetsel65,1057,1,750,3293
1000967,Yunyun,0,1,26,14472
1002125,Knecht.Ruprecht,0,1,217,10871
1002528,Andrej1,139,1,498,6008
1005114,Klingenmeister1000,529,1,1043,1502
1006175,Ciren,1059,1,1355,671
1009798,Schullimaus,380,1,792,2975
1012833,mrkrieger,102,1,325,8692
1014663,Duran123,0,1,416,7114
1014776,scheiserchen110,0,1,396,7451
1017064,Ainorion,0,1,599,4776
1020788,Gromper,98,1,864,2458
1021139,Schutzpatron,631,1,1403,527
1021383,Gwaag,0,1,75,13414
1024099,stimpf2,607,1,700,3744
1027253,jusumi,789,1,852,2531
1031780,iwgv,40,1,306,9072
1035452,paddy-killer,0,1,96,13009
1036494,bayern+sau,0,1,217,10906
1036882,doc1982,96,1,916,2157
1038126,Greggg,0,1,292,9279
1039910,Luk+der+Gro%C3%9Fe+15.,0,1,193,11339
1040264,jayves,55,1,904,2230
1044752,weisi3,67,1,563,5182
1050198,Eismond,653,1,1295,723
1053685,Turboandy,0,1,836,2633
1054487,Habt8,0,1,816,2782
1054546,tequilaforte,0,1,26,14473
1057628,reiner1954,0,1,303,9143
1058114,Black46,603,1,1233,890
1060260,Chicko97,1431,1,526,5627
1061756,w%C3%BCrenlinegn,0,1,54,13857
1062503,Master+E.,99,1,762,3179
1062904,DanieleM,0,1,643,4432
1065350,Die+Sow%C3%A4ltsche,1535,1,761,3191
1071659,grincheli,158,1,202,11181
1071981,Heffe,438,1,1085,1315
1072544,Herrscherderwelt,0,1,176,11687
1072617,wolf9,0,1,26,14474
1073069,ma1992,0,1,316,8844
1073704,Mischl+the+King,80,1,936,2043
1074742,Hillach97,1597,1,118,12636
1075867,%2A%2ASternenhimmel%2A%2A,1434,1,309,8957
1076468,tsch%C3%B6ggeli,0,1,210,11037
1080223,alte+wolf,0,1,26,14475
1085107,Kanock,0,1,32,14294
1086567,trekman,0,1,26,14476
1088235,5464,0,1,26,14477
1088265,Lady+Luciana,0,1,68,13696
1092059,tank12,0,1,433,6854
1094547,bluekawa2x,1206,1,737,3400
1096027,valentine2,212,1,1138,1143
1096579,toni1310,791,1,736,3411
1097016,flafhersafher,196,1,431,6884
1097565,Hollywood24,212,1,3608,88
1100139,Bing99,1099,1,973,1826
1101575,killaWiesel,0,1,854,2521
1101777,awap,214,1,421,7017
1102804,kadiross,0,1,192,11356
1103024,abbar,372,1,1612,382
1105012,juve93turin,95,1,581,4972
1106128,DirtyHarry+III,0,1,624,4499
1106388,lusser,0,1,398,7422
1106947,Tonga1963,0,1,143,12309
1111072,Lord+Ced,0,1,308,8989
1113238,schnapsnasenhai,68,1,605,4706
1114194,Schwarzes+Schaaf,0,1,2108,220
1115448,Artac,607,1,770,3117
1121669,Bayerntiger,0,1,594,4817
1121835,General+Towns,48,1,672,4039
1124067,alexdergraf,0,1,183,11552
1124198,waltych,485,1,475,6288
1128115,knallkopp3000,0,1,922,2128
1131186,Schlapfenking,55,1,434,6837
1133114,Wei%C3%9Fwurst+Chris,0,1,534,5529
1136087,wolfsblut001,0,1,26,14478
1136984,medioman,0,1,523,5660
1141861,Speedy24,0,1,166,11906
1144027,Saisura,0,1,634,4398
1144521,maduen,0,1,312,8911
1145046,profihamster.,1112,1,750,3294
1147061,Chulian+alias+BADBOY,198,1,618,4561
1150215,Dark+S,382,1,623,4505
1151456,JueLo,665,1,388,7602
1152169,Lilillo,0,1,170,11828
1153440,FRAH,54,1,344,8401
1155612,Festor+J.,0,1,737,3401
1156984,Tipa85,80,1,307,9002
1157440,Alfred+der+Grosse,0,1,26,14479
1157677,redbird19,0,1,477,6268
1160144,mr.cordon+sport,0,1,525,5721
1160450,nickenrolle,1433,1,382,7718
1161362,Bauernkicker,0,1,247,10121
1161899,badpartymaus,438,1,1274,763
1165997,Freegeil+Snoopi,0,1,161,12011
1167086,green-girl,0,1,831,2675
1167431,Zorngigel,0,1,531,5561
1173815,Woman+of+the+Dark,0,1,215,10907
1176486,wattwurm-01,58,1,562,5199
1178301,Silent+Defender,0,1,241,10244
1182920,Bengalkatze,1211,1,1676,354
1184091,brax4467,306,1,1252,828
1184374,Lord+Peschla,1622,1,523,5661
1185684,TheFireOfLight,1720,1,653,4221
1185927,V3xX,1105,1,379,7784
1186663,Lord+Vold,712,1,554,5290
1187200,Don+Niko,0,1,875,2491
1188069,baschman,1059,1,1005,1660
1188388,salsero33,314,1,1489,458
1189456,DaDi91,619,1,684,3914
1191670,dieLust%3F,0,1,635,4384
1192855,Randy+Orton32,0,1,26,14480
1193288,saure,221,1,595,4872
1196141,Kaiens,0,1,242,10219
1199389,the+kinglux,75,1,1075,1355
1201394,Da+issa,0,1,764,3402
1202637,Motfahrer,0,1,791,2980
